index,text,label,target
935,"Sometimes it’s not the people who change, it’s the mask that falls off. So if you still don’t know the real meaning of two faced, hypocrite and fake people? Well, She’s one of the best example po. Sorry for the word but its true. #letlenileave #notopinklawan #BBMSaraUNITEAM",0,leni
697,Honestly mas may charm conviction &amp; convincing power pa si Sen Bato kesa kay @SAPBongGo  Lalamunin si BG ng mga kalaban sa Pres'l debates One of the many reason I despise maDumb @lenirobredo is her being a Yellow puppet I don't like a pres who can't stand on his own #BBMSARA202,0,leni
318,Leni is our President and we are one PINK happy family! #10RobredoForPresident #AngatBuhayLahat,1,leni
957,if Marcos did not run. LENI will still not be the top choice. not the best choice. Ping Lacson is way way better than her. Not even next best to him. Leni is never a leader material. no single qualification.   alam nyo yan sa heart nyo mga pinklawan.,0,leni
78,The last man standing is the woman who stood in spite of it all! She is a strong woman who has overcome battles most can't imagine. #LeniKiko2022 #AbanteBabae,1,leni
757,"Her and her poetic words. and just the same, its empty!  WE Filipinos deserve an intelligent and sensible Leaders and thats for sure its the #BBMSaraUNITEAM   #BBMIsMyPresident2022  #Halalan2022",0,leni
422,"The color pink is our answer to fight the injustices and corruption happening in our country for so many years now. We move forward and journey to a place that we all love and care for each others' goals for a better country, a better future. #AngatBuhayLahat #ByahengAngatBuhay",1,leni
128,"Women are saving this country, don't get in our way. #AbanteBabae #LeniAngatSaLahat  #LabanFilipinas",1,leni
862,"Despite the good ratings and massive support, I am still concerned with the potential cheating by the pinklawans or Vice versa to make it look like we cheated. The best way is to take a picture of your ballot. #BBMIsMyPresident2022 #BBMSaraUNITEAM",0,leni
36,This is my 1st family. A mother who raised 3 strong women who has a heart for serving a country just like her and inspires us to be better.  #IpanloNa10ParaSaLahat  #AbanteBabae #LeniKikoAllTheWay2022,1,leni
150,Proud to share this. All voters in my family are voting for a better Philippines. Only possible with Leni and Kiko. #IpanaloNa10To  #LeniKikoAllTheWay #LeniKiko2022 #AngatBuhayLahat,1,leni
156,Vote Leni Robredo for PRESIDENT Kiko Pangilinan for Vice PRESIDENT #GobyernongTapat #AngatbuhayLahat,1,leni
981,I said this repeatedly. Pinklawans are EVIL PEOPLE.,0,leni
1,I am voting #LeniRobredo for president.  Why ? #AngatBuhayLahat #IpanloNa10ToParaSaLahat,1,leni
626,It's the nope  for me  #AkoSiLenLen #BayotForLeni #LetLeniLead #AngatBuhayLahat #LeniForPresident2022,0,leni
967,"@TIME Why does his father didn’t do anything for our country? pano yun mga AQUINO ha Ano ba do not ever dictate,  teach us anything because the real culprit here are the dilawan/pinklawan stay away from our country Time magazine we don’t need you",0,leni
72,"I mean, we know that they’ll not win, but at least they’d have our respect.   Threatened men will always choose pride than dignity.   #LeniForPresident2022  #LetLeniLead  #AbanteBabae  #10RobredoForPresident",1,leni
722,Did Leni Robredo actually win the vice presidency in 2016? Is she the Philippines’ rightful VP today? All that remains debatable because the COMELEC had left many questions unresolved...,0,leni
714,"No depth. Leni Robredo’s eyes and facial expressions in all her interviews always reveal her brainlessness, proven with all nonsense / incoherent words that come out from her mouth.",0,leni
750,I have no clue why leni decided to join politics just for her late husband. She practically knows nothing and probably can’t do the same like her husband. She isn’t meant for these shenanigans she’s trying to show to everybody #BBMIsMyPresident2022 #BBMSara #BongbongForPresident,0,leni
656,"After listening and warching the presidential interviews of Leni Robredo, I can conclude that Bongbong Marcos has no competition at all.",0,leni
144,"Why Leni Robredo ?  For undecided voters, you still have a few days before the election. Please vote wisely   #Route4LeniKiko  #LeniKiko2022  #AngatBuhayLahat  #LetLeniLead2022  #KulayRosasAngBukas #Ipana10NatinParaSaLahat",1,leni
37,Thank you VP @lenirobredo!! Titindig po hanggang dulo!! #AngatBuhayLahat #LetLeniLead #AbanteBabae #LeniKikoAllTheWay2022 #LeniLiwanagSaDilim,1,leni
200,This is your daily reminder to vote for Leni Robredo for President!  #LetLeniLead #LeniforPresident2022 #IpanaloNa10ParaSaLahat #AngatBuhayLahat #LeniLiwanagSaDilim #KulayRosasAngBukas #TanglawLagunaRally,1,leni
153,"Protect the Robredo Family at all costs.   Protect @lenirobredo , @jpgrobredo , @jillrobredo , and @aikarobredo at all freaking costs   #LeniKiko2022  #AngatBuhayLahat",1,leni
736,Incompetence has no gender. But it has a name…Leni Robredo ,0,leni
144,"LENI doesn't have supporters, she has VOLUNTEERS. Huge Difference #10RobredoForPresident #AngatBuhayLahat #LeniKiko2022",1,leni
770,@AYANcascAYAN Please spare me from your idiocy. Of course you hate the Gonzaga sisters because all your previous posts are about Leni Robredo whose blind followers are mostly wokes and dumb.,0,leni
802,"I am a BICOLANA, as you can see naman po sa background namin ng tita ko ay yung Mayon volcano. From Pili, Camarines Sur. But me and my entire family, we will not vote for LENI  And obviously, I'm wearing red  #BBMSARA2022 #NoToLeniKiko2022",0,leni
161,"Volunteers for Leni  We are your medic and non-medic committees. Keep safe, KAKAMPINKS sa CAMANAVA!   #CAMANAVAisPink #CamanavaRockandRosas",1,leni
316,"Six years ago today, as a first time voter.  Leni Robredo was my vice president. This time, she's my president. #LetLeniLead  #LeniKiko2022  #IpanaloNa10To  #AngatBuhayLahat  #KulayRosasAngBukas",1,leni
74,Just showing my support to LENI-KIKO PINK MOVEMENT with my sibuyas -inspired kubo #kakampink #artforleni #sibuyas #angatbuhaylahat #leniko #LeniKiko2022 #LetLeniLead2022 #GobyernongTapatAngatBuhayLahat #artistsforleni,1,leni
224,MY FAMILY IS VOTING FOR VOTING FOR LENI-KIKO ALL THE WAY @lenirobredo @kikopangilinan  #LeniKikoAllTheWay  #LetLeniKikoLead2022  #AngatBuhayLahat  #Brighterfuture,1,leni
891,if Marcos did not run. LENI will still not be the top choice. not the best choice. Ping Lacson is way way better than her. Not even next best to him. Leni is never a leader material. no single qualification.   alam nyo yan sa heart nyo mga pinklawan.,0,leni
164,It is no suprise to see a lot of people switching to Leni after knowing who she really is and the truth about the false accusations against her.    #LeniKikoAllTheWay2022 #LeniKiko2022 #IpanloNa10To #AngatBuhayLahat #KulayRosasAngBukas,1,leni
868,@ItsJamMagno No pinklawan talaga never again #BBMSaraUNITEAM,0,leni
240,"Remember that our choices reflect our beliefs and in crucial moments like these, our choices will be immortalized in history. Our children will remember us for the stand we take today.   Make it count.   #AngatBuhayLahat  #IpanaloNa10ParaSaLahat #LeniKiko2022 #artph",1,leni
916,@GilbertCRemulla @doofuscommie Let's face it the pinklawan inside Facebook are crossing the line as in the freedom of expression and freedom of speech are in danger how much more if the Pinklawan will lead the nation. RIP freedom of speech in our country . #NeverToPink,0,leni
841,No to pinklawan #NoToLeniKiko2022,0,leni
134,"Only Leni can inspire such sacrifice from people around her   Many more ordinary people share time, money, and hope to elect Robredo for president  The North Star is not Leni Robredo, but the hope for a better country for all   Ipanalo natin ‘to #AngatBuhayLahat",1,leni
57,"No to Withdraw Leni, Yes to WE DRAW LENI  Artist for Leni  #10RobredoForPresident #LeniLiwanagSaDilim #AbanteBabae",1,leni
798,WARNING: Everybody knows Bongbong Marcos will surely win the 2022 election.  That's why Leni Robredo will use the election to create chaos by ordering her brainwashed supporters to act like they're being oppressed or in great danger.,0,leni
350,the last man standing is woman she is truly the light that can lead us through the darkest of times to come @lenirobredo  #LetLeniLead #LetLeniLead2022  #LeniKiko2022 #KulayRosasAngBukas #AngatBuhayLahat,1,leni
848,"If your president is Leni, that’s okay. Vote for her! Just don’t ask me why BBM is my president, and never educate me who to vote.” Leni is good. She might be a good candidate for the election but not for the presidential candidacy.  #BBMisMyPresident2022 #ccto",0,leni
871,If you want to stop terrorism then don't vote for Leni &amp; Kiko. They are enabler of CPP-NPA. #BongbongForPresident #BBMIsMyPresident2022,0,leni
172,Played badminton last night wearing my Leni-Kiko baller feeling inspired. Ayun win streak ako. Hahaha #LeniKikoAllTheWay #AngatBuhayLahat,1,leni
776,@inday_darling Leni's people really can't get anything right. It should be: Don't vote for Leni if you attend church.  #BBMIsMyPresident2022 #bbm2022 #BBMFORPRESIDENT2022 #BBMSARA2022,0,leni
19,it is a pity if you are a woman but do not believe that women can lead.   #AbanteBabae #LeniKikoAllTheWay2022,1,leni
600,DH lang naman - the toxic supporter of Pinklawan. Dahil election  lenlen is begging for votes after that  who you?,0,leni
929,never trust a woman who never cared about the truth behind their husbands death   inshort never trust leni robredo and cory aquino  #MarcosJr2022,0,leni
803,"Can you imagine if Leni becomes president?  defund the police, defund NTF-ELCAC, defund the military. The results, bahala kayo, binuto niu e. Yikes, I can’t imagine. Please #NoToLeniKiko2022  #BBMSARA2022 lang #UNiTeamBBMSARA",0,leni
793,Only intelligent people  know that Leni is not desserve to be a president. #BBMIsMyPresident2022  #BBMtheNextPresident,0,leni
226,I am for #LeniKikoAllTheWay and   #AngatBuhayLahat Senators which includes Richard Gordon,1,leni
69,"I assure you, this will just make Filipinos fight even harder.  #abantebabae #LeniwanagSaDilim",1,leni
834,"#Boses ng Blind I pity you leni robredo for calling to action and inspiring hate towards the democratic election process. you only have PRIDE in your heart, nothing more. its also pitiful for all your supporters following your PRIDE. continue this, surely it will consume you.",0,leni
766,Bullshit. Crap. Merde. This is a good reason not to vote for her. She's like a volcano spewing plastic instead of lava. Everything about Leni Robredo is plastic. There's not even an ounce of sincerity in her body.,0,leni
870,#NoToLeniKiko2022 never again to DILAWAN PINK.  #BBMIsMyPresident2022 #BBMSaraUNITEAM,0,leni
763,Pinklawans need to stop using God in their presidential campaign... God does not want Leni Robredo to win. ,0,leni
653,another reason not to vote for leni robredo!,0,leni
842,@inday_darling Leni's people really can't get anything right. It should be: Don't vote for Leni if you attend church.  #BBMIsMyPresident2022 #bbm2022 #BBMFORPRESIDENT2022 #BBMSARA2022,0,leni
803,People have been asking me why not leni? Simple answers: 1. She is not fit for the job (my opinion) 2. And because of people like @GerryCacanindin Resibo yan ha... baka sabihin gawa gawa lang!  #NoToLeniKiko2022  #BBMIsMyPresident2022  #elitedaw,0,leni
176,My father's attempt on convincing me to vote for BBM  Anak ng BBM Supporter for Leni #ArawNa10Ito #AngatBuhayLahat #10RobredoForPresident #LeniForPresident2022,1,leni
851,I am an Atenean but I have never supported Leni and her party  #BBMIsMyPresident2022 #BBMSigawNgBayan  #YellowFree2022,0,leni
863,"Tbh, when VP Leni becomes the president, she will have the harshest critics. Not from BBM supporters but from us who used our time and resources pushing her candidacy, platforms and agenda. #LeniRobredo2022 #PampangaIsPink #PampangaForLeniKiko",0,leni
10,woman can lead! #AbanteBabae,1,leni
231,They can underestimate the crowd but not the hearts of VP Leni supporters #10RobredoForPresident #Angatbuhaylahat #LeniKiko2022 #PasayIsPink,1,leni
170,"May the fourth be with you. And the 9th, and the next 6 years. @lenirobredo @kikopangilinan   #LeniKiko2022  #LetLeniLead  #IsamaSiKiko #AngatBuhayLahat",1,leni
632,Never again to DILAWAN NA NAGING KAKAMPWET!! #LenLenLoser,0,leni
747,"Woman can lead and it's not Leni Robredo but Sara Duterte, stop using gender cards as an excuse. Majority of us never see Leni as a leader and will never will. #NeverForget #NeverAgainToDilawans #BBMSARA2022  #uniteammahalinnatin",0,leni
836,"Although far-fetched, there is nothing more horrifying than Leni Robredo winning the 2022 elections! Kaya mga ka BBMSARA, despite what the surveys say, let’s remain vigilant and continue to support and campaign for #uniteamph2022   #NoToLeniKiko2022",0,leni
686,Leni Robredo is not destined to be President of the Philippines.,0,leni
11,"Happy Birthday, VP @lenirobredo!!! Really praying for you to become our 17th President. 2016 pa po yung picture natin nung ikaw po ang guest speaker namin sa school.   #LetLeniLead #LeniKiko2022 #AngatBuhayLahat #LeniRobredoForPresident #HBDPresidentLeni",1,leni
105,"Yep, she was bred for this, make no mistake.  #IpanaloNa10to #TheFutureisFemale #AbanteBabae #LeniForPresident2022",1,leni
855,"If she can't even unify her party, how can she unify the Filipinos?  #BBM2022 #BBMIsMyPresident2022 #BBMIkawAngPresidenteKo",0,leni
362,"All for Leni Robredo. Dahil mahal ka namin, President Leni Robredo! Because this leader truly inspires. She is everything most candidates are not.   #PalawanIsPink #LetLeniLead #LeniKikoAllTheWay  #LeniKiko2022 #AngatBuhayLahat",1,leni
769,Wrong Move: Leni Robredo urging her own supporters to accept bribes Presidential candidate Leni Robredo in an online forum made a statement encouraging her supporters to be a party to vote buying.,0,leni
925,"@deandreazul @tim_cook Yuck,they will only used it in her campaign,don mt be fooled by the devil leni robredo",0,leni
653,Don't include us in your dreams Bam Aquino. We are sick and tired of Dilawan Governance! and we do not want Leni Robredo to run the government but Bongbong Marcos Jr. Find an island and make your own government and also take all the ninoy statue with you!,0,leni
629,@manilabulletin The only thing in common between Corykong ang LenLen is how little experience both have at running anything and how bad they are at it.  lols  #BBMSara2022,0,leni
756,The canonization of Leni Robredo into sainthood by the cult of the decent is the comic relief I did not know I needed.  Does she emit light and rainbows when you see her? Is her saintly aura calming? Her halo overwhelming? The yellow/pink  puffery  is hysterical.,0,leni
35,"""From Isko to Leni. good morning #Kakampinks!  Tara na, #IpanaloNa10ParaSaLahat  #10RobredoForPresident #KikoAngManokKo #AngatBuhayLahat",1,leni
691,"@Jimparedes The question is not for whom, but against whom. Against freedom of expression, against Leni Robredo, Maria Ressa and all democratic voices in the Philippines, of course.",0,leni
896,Pinklawan you want to do everything but you cannot stop BBM to he is destined to win by Nostradamus phropecy. And leng leng is destined to lose. Forget about all your plans,0,leni
227,"inclusivity! no Filipino will get left behind. this is just a glimpse of what her leadership will offer, so could you imagine the next 6 years on this kind of admin? super hopeful, kaya LeniKiko na!   #LeniKikoAllTheWay  #AngatBuhayLahat  #KulayRosasAngBukas",1,leni
55,Never did I ever expect 3 grown men to fear a woman. To tell someone with high credentials and accountability to withdraw? I can’t decide what or who the joke is — the person who said it or the question itself.   #LetLeniLead #LeniWithdraw #AbanteBabae #Cowards #iskowithdraw #Isko,1,leni
702,@kg_0917 Girl see this we dont like leni bcos her knowledge is not for president that not only she will meet people of the phil. But also the other leaders and delegation how will she do it right? And very opposite of #BBMIsMyPresident2022  not only he is intelligent,0,leni
917,Yes J.P. Morgan and Rothschilds are massive institutions. We should've submitted to their blackmail and voted for their puppet Leni Robredo.  We Filipinos are merely modern-day slaves after all.  #TheGreatReset #BBM #Leni,0,leni
849,"@bobitiglao @COMELEC And as observed, in many surveys (past. &amp; most recent), Robredo has been unwinnable. It is observed, also, that during debates (past &amp; most recent), including interviews, that she manifested a low IQ level"""" w/c makes her unfit for presidency but fit as a puppet.",0,leni
176,My father's attempt on convincing me to vote for BBM  Anak ng BBM Supporter for Leni #ArawNa10Ito #AngatBuhayLahat #10RobredoForPresident #LeniForPresident2022,1,leni
754,Movement? Really? She can't even unite the opposition and has languished as a far second to BBM in the latest surveys.  The only movement I see happening is downward in trajectory.  Leni Robredo: A movement is born,0,leni
684,"@GlyflyMacky @rmel_twits @ItsMeGrayKnight @tim_cook @lenirobredo And yet no history of scandal, misappropriation of funds, pork barrel abuses, reports of mismanagement, cronyism, nepotism, or tax evasion from Leni Robredo as a Congresswoman and as Vice President.",0,leni
882,@raymolson1 @atrupar Big similarities with a Philippine president aspirant madumb leni lugaw. They talk exactly the same. Repeating nonsense words just to give an answer to a question. #TrumpCoupAttempt #trumpneveragain #NoToLeniKiko2022 #BBMSARA2022 #TrumpCult,0,leni
136,"You can't spell learning"""" without Leni.   #AngatBuhayLahat #BoholIsPink  #10RobredoForPresident",1,leni
837,Please watch Don't Look Up on #Netflix. It's a preview of what it's going to be like under a Leni Robredo presidency.   Meryl Streep is channelling the idiocy and ineptness of Robredo! 😂#NoToLeniKiko2022,0,leni
140,"When your students in ethics take the lessons from the classroom out into the world, engaging people on the streets in pursuit of truth and hope, you know you have been heard. This is better than any exam I can give.  #LeniKiko2022  #Ipana7oNa10ParaSaLahat  #AngatBuhayLahat",1,leni
934,@ItsJamMagno No pinklawan talaga never again #BBMSaraUNITEAM,0,leni
690,@ifyouseekkae @dyanaloooo sorry but you don't deserve a president like duterte and bongbong. You can have a shitty president like leni and many other aquinos but in another country. lol. wow! you can talk to duterte and bongbong like that but not to corry and panot? aquino enabler ka po?,0,leni
421,"Our country's hope. I am voting for her for the future of our kids, grandkids and generations to come. My President!!!   #AngatBuhayLahat #IpanaloNa10To",1,leni
737,"Can you imagine if Leni becomes president?  defund the police, defund NTF-ELCAC, defund the military. The results, bahala kayo, binuto niu e. Yikes, I can’t imagine. Please #NoToLeniKiko2022  #BBMSARA2022 lang #UNiTeamBBMSARA",0,leni
996,leni robredo cheating the rappler survey... ,0,leni
145,"17th President of the Republic of the Philippines in six weeks  We love you, @lenirobredo",1,leni
77,Loud and Proud Youth for Leni all the way from Polomolok! #AngatBuhayLahat #SwitchToLeni #LeniKiko,1,leni
883,Anyone knows someone who best fit this description? I know few and I say #NoToLeniKiko2022 #NeverAgain2016 #BBMSARA2022 #MarcosTayo2022 ,0,leni
256,"IT’S A STATEMENT.   “BAI, LET LENI LEAD”  Thanks Bai Hotel  #CebuIsPink  #CEBOOM  #AngatBuhayLahat  #IpanloNa10ToParaSaLahat #LetLeniLead",1,leni
879,"The aggressive behavior of presidential candidate Leni Robredo's supporters, known as pinklawans, in inciting rage and manipulating people to change their minds reflects poorly on their candidate, who has remained silent and appears unconcerned about the situation.",0,leni
419,"I used to pray for honest, clean and credible elections. Now, I pray that #LeniKiko2022 win. If the #Halalan2022 #Eleksyon2022 will be clean, honest and credible, there's no way #LeniKikoTeam2022 will lose. Sa gobyernong tapat, #AngatBuhayLahat #LetLeniKikoLead2022",1,leni
839,Leni would be better as a field reporter than a President. Seriously.,0,leni
762,"Many homes wrecked by noisy 18-teens+ thinking they have better wisdom than their parents. Yes, Mrs. Robredo's brand of campaign is a home-wrecking campaign. #BBMSaraUNITEAM",0,leni
926,and leni robredo is a monsterhive hybrid!!!,0,leni
163,"Pink roses symbolize grace, admiration, gratitude, comfort and joy.  #AngatBuhayLahat",1,leni
655,"Leni Robredo said, wala si BBM pag may sakuna. She lied.  During the SAF 44, Sen. Bongbong Marcos was there, while the late president Noynoy Aquino was at an inauguration event.  Leni Robredo uses negative campaign against other candidates and that tells you who she is.",0,leni
978,Another nail in the coffin for mrs robredo's presidential bid. Survey results don't lie and the pinklawan minions are getting more rabid as election day is getting near.  #KayLeniTalo  #KayLeniPatayTayo,0,leni
768,"@tim_cook Thank you so much for your concern sir, but the worst thing you can do with this donation is by partnering with the Vice President of the Philippines, Leni Robredo. Don’t make that mistake. It will only go to her campaign ads and campaign fund. Please don’t.",0,leni
750,Leni Robredo is a Fake News maker. ,0,leni
313,"@inquirerdotnet @DFernandezINQ Yes and more people will realize that VP Leni Robredo is the best man for the job. We, the Filipino voters believe and trust her. She walk the talk and definitely mas may “balls” sa inyo! #AngatBuhayLahat #LeniKikoAllTheWay",1,leni
11,i support women #AbanteBabae,1,leni
132,Rainbow for Leni-Kiko  #LeniKikoAllTheWay #BoholIsPink  #TarSUREkangLeniKiko  #BohoLeniKo  #AngatBuhayLahat,1,leni
741,"Ceboom is not true. Leni is not a person, she is a robot controlled by the Aquinos. Kiko is just a clown of someone unknown. There was no rally yesterday, those photos were just edited. Sana makatulog na kayo. #LeniLiwanagSaDilim #AngatBuhayLahat #CEBOOM #CebuIsPink",0,leni
35,“Women are too weak and emotional to be leaders” - Mr. Rodrigo Duterte  I don’t know about you but I’ve never seen My President cry even in the darkest situations  #LeniRobredoForPresident #LeniLiwanagSaDilim #KulayRosasAngBukas #LeniKikoAllTheWay2022  #AbanteBabae,1,leni
389,"Don't understand what Ma'am is saying, but I can feel her PASSION and GRATITUDE for LENI.  That's all LOVE and RESPECT for the one who SHOWS UP and MANS UP. Kay Leni Tayo!  Real human being, and a real hero  #BoholIPink  #BoholForLeniKiko  #TarSUREkangLeniKiko  #AngatBuhayLahat",1,leni
159,Leni all the way  @BoniHighStreet   #AngatBuhayLahat  #LeniKikoAllTheWay2022,1,leni
406,Boracay's White beach will turn PINK.  Mark your calendars. Get ready for some fun. Let's show our all-out support for Leni Robredo and Kiko Pangilinan.  #KulayRosasAngAklan  #KulayRosasAngBukas  #AngatBuhayLahat  #LeniKiko2022,1,leni
753,@AlfredoGenom That survey is true..I am one of those who took part in that survey.  I really gave Leni Robredo low trust.,0,leni
275,THINKING VOTERS WILL ALWAYS VOTE FOR LENI ROBREDO AND KIKO PANGILINAN. #AngatBuhayLahat #MarcosMagnanakaw,1,leni
76,"Ladies, remember that we can always blaze a trail instead of going to the well-worn path of societal gender roles.  #BosesNgCOMMunidad #AbanteBabae",1,leni
322,"If they think attacking Leni will weaken the momentum, they’re wrong.  #LeniKiko2022 #AngatBuhayLahat #HelloPagkainGoodbyeGutom #Halalan2022",1,leni
174,My first time attending a campaign rally and I’m having fun for sure it will be a great experience.  #KulayRosasAngBukas #AngatBuhayLahat  #LabanLeni2022  #LeniKiko2022 #10RobredoPresident #7KikoPangilinanVicePresident #IpanaloNa10To #BaguioIsPink #TakderKordi,1,leni
82,Two women I look up to.   #TheFutureIsFemale #AbanteBabae,1,leni
36,I am forever grateful that I am one of millions of Filipino who stands with VP Leni and Sen.Kiko. Forever grateful that I stand with my country and the truth.   #10RobredoForPresident #AngatBuhayLahat #LetLeniKikoLead2022 #BataanIsPink #HindiIsusukoAngBataan,1,leni
167,Grabe ang saya huhu We were able to convince a friend to switch to Leni! from uniteam to kakampink! #LeniKikoAllTheWay2022 #IpanloNa10ToParaSaLahat  #AngatBuhayLahat,1,leni
899,"@MiraRitz @bhoyet77 @MashaMasha2022 yeah, exactly! even the past has been fabricated by these selfish pinklawan to hide the truth from us. because of what they've done, pinoy sa pinoy na ang nag aaway. wala nang pagkakaisa.",0,leni
276,So excited to see our future President Leni Robredo and Vice President Kiko Pangilinan here at Dumguete City...  #10RobredoForPresident #AngatBuhayLahat #NegrosIsPink,1,leni
169,good day everyone!! I have recently started a small business to incorporate my support with VP Leni as my next president.  To those who are interested kindly PM me for further details. ORDER NOW!! #LeniKiko2022 #AngatBuhayLahat #LeniKikoAllTheWay2022 #LeniLiwanagSaDilim,1,leni
97,"""We need to reshape our own perception of how we view ourselves (of how we view WOMEN).   We have to step up as WOMEN &amp; take the lead."""" - Beyoncè  #BreakTheBias #InternationalWomensMonth2022  #AbanteBabae  #BabaeKaHindiBabaeLang  #LeniIsMyPresident2022  #LeniKiko2022NonNegotiable",1,leni
911,"On behalf of everyone who are not idiots, I apologize to our Igorot brothers and sisters for these nonsense terrible words. Only a pinklawan would say such elitist thing. ",0,leni
205,"I just saw this on Facebook.  For those who are still undecided, I am sharing  VP Leni Robredo's accomplishments in a map format.   https://t.co/mQmUj3WBVv  I hope you can consider her.  #KulayRosasAngBukas  #LeniRobredo #LeniForPresident2022  #AngatBuhayLahat",1,leni
761,"In fairness, Leni Robredo is an embodiment of everything negative about Pinoys - pakitang tao first in a calamity without a strategy, lusob-agad, PR-PR!  Actually, no plan, impulsive!  Pinoys on the street, instead of helping and fixing things, hintay-ayuda!",0,leni
387,use of public transport will always always always be a measure of good governance so please vote for a candidate with better &amp; concrete plans in changing the Filipino commuter crisis.   #LeniKiko2022 #AngatBuhayLahat,1,leni
51,2022 IS THE YEAR OF FEMALES AND WE ARE ALL HERE FOR IT. #AbanteBabae,1,leni
739,@uniteamist This sounds like Inciting Terror/rebellion on social media etc. No to Leni Robredo. #BBMSaraUNITEAM,0,leni
141,I am a Filipino; I am a registered voter; I will vote Maria Leonor Robredo for President.  #IbobotoKoSiLeni #10RobredoForPresident #AngatBuhayLahat #Cavi10ñoAko #IpanaloNa10To #KayLeniTayo #KulayRosasAngBukas #BohoLeniKo #BoholIsPink,1,leni
27,"“Your Honor, they are all WOMEN”  GOOSEBUMPS!!!!  #Abogada  #AbanteBabae",1,leni
743,"If you care about the Philippines and your fellow Filipinos, you will NOT vote for Leni Robredo. It's that simple.  #AnyoneButLeni #KayMarcosTayo #BBMIsMyPresident2022 #bbm #Halalan2022",0,leni
744,I’m not votong for Leni Robredo.  #BBMSARA2022  #LeniKiko2022,0,leni
158,"Some days I think about my mistake of voting for Duterte in 2016. When I heard about Leni and Kiko running together, I cried. I now have a chance to right that wrong. Now we have a fighting chance to vote for leaders who actually care.   #AngatBuhayLahat  #LeniKiko2022",1,leni
180,"UP did the 'impossible': beat ruling Ateneo. In a few days, Leni will do the same. Leni will be our president. #IpanloNa10To #LeniRobredo2022 #AngatBuhayLahat #UPFight #UPMBT",1,leni
168,In a house of lbm's supporter I am campaigning for VP Leni Robredo and Sen. Kiko Pangilinan.   Thank u for my campaign materials bb @tyzkdlin  6 days before the election #IpanloNa10To #AngatBuhayLahat,1,leni
772,I suggest we leave #LeniRobredo alone and ignore her. Hindi na kailangan ng bashers and haters.   Her own actions make her look stupid and foolish. She’s doing all the damage to herself… Abang na lang tayo ng next na pagtatawanan. #BBMSARA2022 #BBMIsMyPresident2022 #BBM,0,leni
914,@13thFool DISAGREE YO CANT TELL NA EXPERIENCE NA NATIN ANG DILAWAN NEVER AGAIN NO TO PINKLAWAN NO TO LENIE,0,leni
43,"convinced one of my project managers to vote for pink, he was a previous BBM then turned ISKO then turned PING and now LENI.   #10RobredoForPresident  #AngatBuhayLahat",1,leni
956,@theadtan What  do you expect to pinklawan? Their heart is full of hatred and their brain  like Leni Robredo,0,leni
4,the last man standing is a woman #abantebabae,1,leni
835,Leni Robredo brought nothing but shame in our country!  &amp; Fyi she only cheated her way to become VP!  Pambansang kahihiyan! #NoToLeniKiko2022 #BBMFORPRESIDENT2022  #bbmsarah2022 #UnitedNations #kakampinkwednesday,0,leni
134,Let’s paint 2022 Pink!   #AbanteBabae #LabanFilipinas,1,leni
295,"Loooove how @catrionaelisa articulated her thoughts and decision making process in the upcoming elections.  Hope her undecided, and even those who already made their choices, will re-evaluate and consider voting for @lenirobredo  #AngatBuhayLahat  #IpanaloNa10ParaSaLahat",1,leni
7,"If you are for #LeniForPresident, please vote for #KikoForVicePresident as well. We need them both para talagang #GobyernongTapat #AngatBuhayLahat",1,leni
54,My parents just made the right decision.  From Mayor Isko to VP Leni  #10RobredoForPresident #LeniLiwanagSaDilim #AbanteBabae #KulayRosasAngBukas #LeniKikoAllTheWay #SaGobyernongTapatAngatBuhayLahat,1,leni
663,the way isko moreno domagoso would rather defend a family of killers and thieves than show even the smallest hint of sportsmanship towards leni robredo,0,leni
735,Leni Robredo can't run a Military but #BBMSARA2022  can do.,0,leni
861,I am a CPA but my vote is not for Leni Rebredo.  #BBMIsMyPresident2022  No to #LetLeniLead  I stand with Bongbong Marcos.,0,leni
668,News outlets are incessantly boosting the dumb leni robredo as if she’s done smthin good. Can’t wait for Sara to take over in 2022 so everyone against the govt will have to endure the same useless suffering they are going thru in the last 5 years. Stay in ur struggle!,0,leni
862,Never will I vote for Leni and Kiko #NoToLeniKiko2022   CLEAN ELECTION PH #BBMSARA2022  #VOTEBBMSARA2022  #BBMFORPRESIDENT2022,0,leni
887,@ivykrabye @hanssolo16 @ligaya2021 @rey_tesoro That’s your analysis? That’s your basis? That’s your science? Omg. So its true. Leni Robredo’s all-natural IDIOTICS are transmissible … kwawang pinklawan fans. You’re doomed.,0,leni
619,"Dear pinkies, I know this will make you cry but please save your tears until May 9 when BBM beats the hell out of your mama lenlen.  #BBMIsMyPresident2022 #BatangenyoForBBMSARA  #BBMSARA2022",0,leni
789,@manilabulletin @HarveyKeh Guess again... Leni Robredo disqualified from the VP post due to LP non-compliance to COMELEC policy!,0,leni
135,So happy to be part of this crowd #BoholIsPink #BoholForLeniKiko #TarSUREkangLeniKiko #LeniKiko2022 #AngatBuhayLahat,1,leni
902,The last nail on the coffin of the  pinklawan’s demise. ,0,leni
816,I have no clue why leni decided to join politics just for her late husband. She practically knows nothing and probably can’t do the same like her husband. She isn’t meant for these shenanigans she’s trying to show to everybody #BBMIsMyPresident2022 #BBMSara #BongbongForPresident,0,leni
