text,label
"everything, the democrats do , is either fake and / or political nonsense 

i am not surprised at all

#trump2020 #maga #kag
@USER @USER
@USER @USER
@USER @USER @USER 
@USER @USER

HTTP",Against
@USER we the people have to stand for something. our freedom is under attack the foundation of our country is being attacked. we must show our support for those who are brave enough to fight this evil head on!!! #maga #minoritiesfortrump #americafirst HTTP,Against
i avoid all the #democrat speech’s and then i get nothing but @USER sound bites from everyone i despise. sickening.,None
"black people make up less than 2% of #maine’s population but almost a 25% of its #coronavirus cases. i'm sure @USER is concerned and disappointed. #doyourjob #dumpcollins #trumpfailsamerica #trumpliesamericansdie #votebluetosaveamerica
 HTTP",Favor
"@USER has accomplished much since taking office, but what might he have accomplished if not for the hysterical obstruction of the dems? this obstruction is driven by fear - fear that trump and his supporters might be proven right, and they themselves wrong. #trump2020",Against
"@USER the debate clearly showed me biden has control. trump is off his rails. cannot have a leader like that. his time is up. god willing, electoral college favors biden by a wide margin!",Favor
supporting your local vote 🗳🌵🤠 #arizona #vote #vote2020 #voteblue2020 #voteforchange #voteforchange #arizonavote #students #votebymail #sheastanfield #democrats #democracy HTTP,Favor
"@USER agreed. only difference is trump has been doing things for less than 4 years, but biden's 47 year record is lacking. given he's not president, not for lack of trying, it is on him to answer what he would do differently. he provided 0 plans tonight.",Against
"joe biden's entire platform can be summarized as: ""here's the deal folks""

#demdebate #democraticdebate",None
"@USER #america #americafirst #djt #draintheswamp #4moreyears #fourmoreyears #gop #kag #kag2020 #maga #maga2020 #potus45 #potus @USER #trump #trumptrain #trump2020 🇺🇸#usa #votered

this is #presidenttrump working while dems &amp; #fakenews sleep, only to later wake up &amp; falsely accuse him. HTTP",Against
"i know, i know, don’t get hopes up, etc. however, the nyt tax story, parscale’s alleged domestic abuse and commitment, the failure of trump to concoct anything that sticks, biden’s performance and consistency, the current lead in necessary states. i’m just trying to stay level.",Favor
@USER @USER the gall of him to question an actual scientist is appalling. that’s who the @USER is. #trump and the #republican administration must go. #votebidentosaveamerica #voteblue,Favor
"richard grenell rnc speech savages russiagate, globalism and democrats: &amp;#8216;the boss is the american people&amp;#8217; HTTP",Against
"@USER it will be such a relief to have a real president.
no more toddler tantrums.

#biden2020  

#bidenharris2020 

#bidenharristosaveamerica",Favor
@USER you are a sad apologist clay! this whole ass interview is indefensible. and whatabout-isms about trump will not change that because its to be expected from him. just say you want our people to #votebluenomatterwho with zero tangibles being offered up.,None
"make america great again.

#makeamericagreatagain #maga HTTP",Against
"#america: past #brownshirts are now wearing black hoodies and bandannas to fire bomb houses of worship and loot your businesses.  you voted for weak-kneed #democratic leaders so who will protect you when chaos comes to the upper eastside? time for a change!
@USER",Against
"who do you think #biden is planning to select for his female vp?
#voteblue2020 #democraticdebate",Favor
"if you weren't dripped out in #maga gear, your fat black ass would be chained to a bumper and dragged to the nearest lynching tree. 

you know it. i know it. the world knows it. 
stop being a dancing ass nigg.  @USER",None
this is the best #demdebate yet.,None
"@USER @USER @USER well, they didn’t ask you i notice. 😊 jelly much? 🤣#biden2020 #karin4congress #votebluenomatterwho",Favor
"ejinaction: two top contenders to be #joebiden's running mate have rolled out a comprehensive #environmentaljustice bill, as the nation grapples with a legacy of racial injustice in the wake of the police killing in may of #georgefloyd, #breonnataylor &amp; … HTTP",None
"this past week of the #rnc2020 @USER, voters were reminded the best is yet to come for every american under a second term of president @USER. HTTP",Against
"postmaster general denies he changed usps policies regarding election mail HTTP
did anyone expect him to say
“ya i did it coppers!” ? 🤷🏻‍♂️
#voteblue",Favor
"@USER @USER trump stood there laughing
i felt the pen in my hand
trump laughed no more......vote him out.....",Favor
"@USER @USER #voteblue 
#votebidenharris2020 
- “kamala and joe” - 
remember to click “thumbs up” on youtube. 

thanks! 

HTTP",Favor
@USER what if biden snoozes off? or maybe he will get so angry he will try to swipe at trump?,None
"@USER no doubt...pathological liar, corrupt criminal #donaldtrump is unfit to be president. 
#trumpvirus
#trumpgenocide
#coronaviruspandemic 
#covid19 

 HTTP",None
i love biden ❤,Favor
4 more years! 4 more years! #rnc2020 #trump2020 #trump2020landslide,Against
"@USER @USER @USER @USER what? it's not republicans who've been getting away with looting and arson, stealing biden signs, assaulting people for wearing biden hats, and executing biden voters on the street like what happened to bernell trammell and jay danielson.",Against
@USER poosies afraid of biden,Favor
"if the death to america party can't arrange for the greatest election theft in their history, they're done, their global/ commie agenda is done.
4 more years of #maga power transforming this country, followed by at least another 8, if not another 16, and they'll never recover.
🙂",Against
@USER 45 is reagan's legacy 🤷🏾‍♂️ prove me wrong. #maga,Against
@USER you've left the plantation and done your own research into everything that #presidenttrump has done for the black community vs #youaintblack and harris who destroyed many black families by imprisoning thousands of black people for non violent offences #trump2020 #blacksfortrump HTTP,Against
@USER it's september 1st and you haven't done anything to help american citizens. you're holding up money to try and get your ridiculous wish list. #trump2020 #voteredtosaveamerica2020,Against
"it’s amazing that no one but the wall street journal has reported on operation warp speed, executive order 13887, preparing for a pandemic . #trump2020",None
"@USER @USER i will stand in line one hour for each #tre45onpuppet and 10 hrs for @USER - if we haven't already impeached and removed him as we certainly should.

#tre45on  #americaortrump  #impeachtrumpagain  #votebluetosaveamerica",Favor
"@USER @USER naw, your nazi right wing mob is who we need to eradicate. you support putin's orange agent in the oval office. i see this as a seditious act.

#seeyouinnovember 
#expectus
#votebluetosaveamerica",Favor
"politics seem so shallow at this moment.

but it seems significant that biden just promised to make his running mate a woman. 

(sanders was less committal, saying ""in all likelyhood, i will"".)

my guess for biden's vp pick is elizabeth warren. #demdebate",None
"@USER how many hours a week does your guy spend on his couch watching #fauxnews and calling it ""executive time""?

i know: exactly all of the hours he is not standing in front of a crowd begging them for attention.

he lets others do his work as #potus.

#voteblue to get a leader.",Favor
"@USER @USER @USER @USER @USER weak answer, since cuomo.and the whole #democrat party, now blames trump for the european virus. it came from china! ny, nj, and mi were heavily infected while pelosi and  ny mayor were promoting tourism and being out on the town. as trump was called a racist for stopping travel",None
#lyingtrump &amp; the ⁦@USER⁩ #gop are all a grave danger to the usa &amp; the world. with #trump #gop voter suppression &amp; use of foreign governments to interfere in the election plan now to be registered &amp; to #voteoutthegop even if you miss work. HTTP,Favor
@USER @USER @USER lol—perfect gif!😄👍 president trump is going to have so much fun—while biden is shaking in his boots. definitely a night for popcorn!🍿,Against
#healthcareworkers #medicalstaff #doctor #physician #frontlineworkers #scientists @USER @USER @USER don’t give a crap about you and he and the party don’t trust any of you #votebidenharris2020 #voteblue #votersuppression,Favor
via @USER senate is not extending jobless aid at an unprecedented time where there are no jobs for many to be had. #votebluetosaveamerica  HTTP,Favor
"@USER @USER trumpets know trump will do nothing to enhance their true standard of living, but the feeling that he will is good enough. it’s this feeling that he will do for them that he won’t do for others. it’s the emotional connection that he cares fuels trumpets. #biden2020 HTTP",Favor
i’ve never cared for the vp more than i do now #joebiden #kamalaharris HTTP,Favor
@USER not to mention you called him a racist now you want to run with him. well you will go down with him too #trump2020,None
"@USER: the administration has failed to act quickly enough. not because of the impeachment hearings. what total bullshit! stop playing political games. stop lying! the president and the republicans have failed america.
#votebluetosaveamerica",Favor
"you are jealous of jeff bezo because he is richer than you.  you aligned yourself with mbs to hack his phone, it will be revealed eventually.  you are a clear &amp; present danger to our national security.  #votebluenomatterwho #votebluetosaveamerica @USER @USER HTTP",Favor
"all i heard from trump was me me me me blah blah blah. i saved football!  joe on the other hand showed his concern for americans. joe was genuine, trump was all about trump and how he thinks he’s been so good. he doesn’t even have a plan for the next 4 years.  #debatenight",Favor
"@USER @USER @USER @USER he’s the bully?  trump routinely calls people names, walks out of press conferences, locks children up, doesn’t care that 204k people are dead and biden is the bully??  check again",Favor
biden keeps say “bunker”. i love it! lmao #debate2020,Favor
"@USER @USER just like hilary was going to win? the #fakenewsmedia is not very smart. same old song by the #corrupmedia hilary is ahead, biden is ahead, bash president trump daily, ignore joe biden's corruption.",Against
important: a critical warning to all voters about donald trump from jason johnson—a warning that mirrors exactly what i just tweeted re trump: he doesn’t care about winning. he wants to keep power at any cost. vote. early. spread the word. #rnc2020 #maddow #11thhour #bidenharris HTTP,Favor
"@USER @USER @USER i agree that there's not place for whining--just lots of positivity right now, lots of good talk about how we can work together to uplift the country in intelligent, people-centered ways rather than the trump #gop backwards self-serving agenda",None
@USER @USER @USER get another test!  HTTP,Against
"i lost my fiancé tonight because i follow trump and q...

we have a 1 year old... 

i am literally having to uproot my life... 

i am devestated.. 

broken hearted... 

but i still believe..

                      -&gt; believe with me. 
#qanons #maga #kag 

HTTP",Against
2 represent all not just who wear the red hats #demconvention,None
@USER @USER @USER come clean with america did chris wallace  give biden the questions we know he did,None
"five hundred religious leaders ― christians, muslims, jews, hindus, sikhs and others ― have jointly endorsed the democratic presidential ticket of @USER biden and sen. @USER  

#bidenharris2020
#bidenharrislandslide2020
#biden2020
HTTP",Favor
"“if you take one thing from my words tonight it is this: if you think things cannot possibly get worse, trust me, they can and they will if we don’t make a change in this election....we have got to vote for joe biden like our lives depend on it.” - michelle obama, #demconvention",Favor
top #republican deletes tweet with doctored #biden video footage #arstechnica HTTP,None
@USER it will all be staged for biden.,Against
@USER @USER @USER and the #democratic cannibalism begins,None
"@USER @USER first responders police firefighters and blue collar workers for trump2020!
#maga",Against
"i kinda feel bad for them as they are used to having the brain trust that is red #maga on the other end of their self defeating/absorbed/damning bizarrely hypocritical takes!

they just can’t quiet seem to grasp the concept of actual principles being more than political props.",None
"@USER best president ever!
#trump2020",Against
"@USER please stop pushing polls. we need to all act like biden is 10 points behind and only our vote &amp; those of our family &amp; friends can save us!
#votelikeyourlifedependsonit 
#votebluetosaveamerica",Favor
@USER kevin you want a free signed check to help your millionaire and billionaire friends @USER wants a safe oversight #gopcorruptionovercountry #votebluetosaveamerica,Favor
biden phone home! @USER @USER @USER @USER #maga2020 #kag2020 #kag #trump2020 HTTP,Against
"joe biden on gun reform: “our kids are getting sent to school having to hide under desks, learning how to run down corridors to avoid being shot. it’s immoral. i’m the only one who’s beaten the nra nationally and i beat them twice.” HTTP",None
"watch ""maga drag the interstate -  the gathering has begun ! we are the rally"" on youtube - HTTP
#trump2020",Against
excited about ⁦turning the page from ⁦⁦@USER⁩?! #votebluetosaveamerica #votebidenharris2020 #bidenharris2020 #census2020 responding online | 2020 census HTTP,Favor
@USER trump,None
"@USER question:  if @USER ""fought for decades to cut #socialsecurity "" why can no one find a single friggin' example of him voting to do so? this is a misdirect. why aren't @USER ""adjustments"" considered taboo? adjustments can be positive or negative. #democraticdebate",None
@USER #kag2020 #trump2020 i’m one of the assholes that voted for him and will do it again november 3 2020 😂 have a wonderful day don’t forget to support ur local anarchist to achieve below if y’all r strong enough to stand against patriots 🖕🏻 HTTP,Against
"@USER @USER a trump win is our last chance, the us withdrawing from the un is likely after trump wins.
our swamp is very closely linked to the us swamp.
no more us money will leave only europe on the path to self destruction.
europeans will demand the freedoms americans will still enjoy.",Against
@USER democrats at their convention wish to segregate the united states into groups by gender and race. the republicans swore in people from different races and genders into becoming americans #trump2020 and an immigrant was headline speaker. #cspan,Against
"@USER you do know that its the #traitorinchief 
#gopbetrayedamerica  who we must defend against
#votebluetosaveamerica",Favor
"@USER #kneepadsandpeepads2020 is the best democrats have to offer.

#trump2020 #fourmoreyears of making chrissy cry.",None
"@USER @USER is about cohesiveness, exactly the right message. #votebidenharris #democraticnationalconvention",Favor
@USER i’ve talked with many people today who say they’re too anxious to watch. we all are sure it will go well. but ugh i can’t stand to see 45’s shenanigans. biden i’m sure will be great. our bell wether county is showing far fewer trump signs than in ‘16. HTTP,Favor
joe biden doesn’t like judge barrett because he can grope her or sniff her hair. HTTP,Against
"@USER @USER you’re losing, lindsey.

south carolina doesn’t want a groveling sycophant representing them.

you’re over, comrade.
#joebiden 
#senatormccain
#jaimeharrison
#trump
#putinspuppet 
#putin
#moscowmitch 
#cnn
#foxnews",None
"donald trump told white supremacists to wait until he gives the word to pull up. if you’re black and support trump, what y’all gonna do when these race soldiers can’t tell that you’re a  #maga supporter HTTP",Favor
@USER have you forgotten the fact that when you and o left the white house their were 13 million more of food stamps and 8 million more in poverty.  #trump2020,Against
"@USER honestly, i'm never going to expect @USER to ever condemn white supremacists, because he is one of them. #racisttrump #votetrumpout #debates #election2020",Favor
@USER i wasn't impressed by his speech. those proposals could have came from any ordinary folk's mouth. does #joebiden really know how to run the country? hmmmmm.,Against
"i'm tired of divisive and inept leadership from the #president of the united states. that's why i'm voting for .@USER this #electionday. (you can disagree with me if you'd like, but please... be civil. fail to do so and you will be blocked. thank you!) #biden2020 #trump2020",None
president trump is not a racist. he has done many things to help the black community from opportunity zones to prison reforms. he increased employment for blacks. a racist would not do any of this.#maga,Against
@USER trump knows he's going to lose. everyone needs to #voteblue for biden and down ballot. that mf isn't going to steal this election. #biden2020 #saveourcountryvoteblue,Favor
debate between trump &amp; biden is today. this is about to be so ghetto😂,None
biden's already slipping!,Against
"that's right, you did vice president biden. we'll be right back. #demdebate",None
@USER now do the part where he sounds demented you hack. #fakenewscnn #trump2020 #deardiary,Against
"@USER break the law and get a prime time speaking gig for the @USER. be a pathological liar and get nominated to lead the entire #republican party. 

that's what the @USER are telling us without wanting to sound too proud about that fact, right @USER? scif breacher bingo.",Favor
"@USER that would be insane. the whole idea is to give the gop less targets hence the vetting process. they're already making up lies about biden and they'll do the same thing to his vp choice. fox and oann would have a field day making up shit about a whole cabinet.

#voteblue",Favor
@USER blah blah blah what is your plan?  #;hellnodementiajoe  #trump2020,Against
@USER this city has turned into a shit hole of domestic terrorists. they should all fly one way to north korea and see if 🇺🇸 is so bad.  terrible democrats leading their citizens into hell. #maga🇺🇸🇺🇸🇺🇸 oh and biden is smelling kids! HTTP,Against
@USER @USER if the democrats were wise they would not vote to convict either. #2020election is coming.,None
@USER negative ghost rider. #trump2020,None
@USER i am sending joe biden all the positive vibes i can. i am anxious.,Favor
@USER @USER is jill biden debating for sleepy joe? #trump2020 #bidenriots,Against
"the #dnc #dnc2002convention is making me feel hopeful.

and since the #trumpvirus i haven't felt hopeful in a long time !

thank you @USER @USER

#votebidenharristosaveamerica
#votebluetoendthisnightmare",Favor
democrats when biden told trump to shut up HTTP,None
"i’m as surprised as everyone else, but #joebiden is actually killing this debate",Favor
"""because i am a democrat with a capital d"" - joe biden 2020 #democraticdebate #joebiden #capitald",Favor
"@USER hillary beat his ass into yesterday with the popular vote. hillary lost by a scant 77k votes scattered over 3 key swing states that cost her the ec vote. 
you have no clue. this ain't about #joebiden. this is a complete referendum on the #trumpmeltdown that we see everyday.",None
"bloomberg can’t beat trump. i don’t care how many billion he burns trying. the real dems are taking him apart. 

#democraticdebate #demdebate",None
let antifa and blm abolish the police and government. that’s the only two things standing in the way of good america loving patriots from shooting these sorry excuses of flesh. #trump2020,Against
"tax returns, 'law &amp; order', covid, and more: trump, biden trade insults in fiery presidential debate

@USER @USER #debates2020 HTTP",None
"@USER @USER don't hold your breath.
#votebluetosaveamerica 
#votebiden 
#trumpisnotadoctor",Favor
“i think the oeople are ready. we just have to keep pushing”. #joebiden addresses race and crim justice. #dnc2020,None
"insanity “we’d expect nothing less from #donaldtrump,who pissed away the chance to protect the lives of 200k americans when he didn’t make a plan to stop covid-19”#biden campaign issues hilarious smackdown on trump’s demand for debate drug test - HTTP",Favor
"@USER #joebiden the only one fit to do the job 💪🏻

#fbrpartytime #fbr

 #presidentbiden #november3rd HTTP",Favor
"@USER additional that same idiotic logic that so many people believe when they voted for this mad man we have in our house. what do you have to lose??? we new, and it’s even worse. #biden2020",Favor
"well, @USER , that went well!
#votebluetosaveamerica @USER @USER @USER @USER @USER @USER @USER 
‘fox  HTTP",Favor
"biden just promised at the #demdebate to appoint a black woman to the supreme court.

here are some women he could choose. HTTP",None
@USER @USER kamala harris locked up 1500 people for smoking weed while she laughed about smoking weed herself and blocked evidence of an innocent man on death row. never forget #kamalaharrisvp #kamalaisacop #firethom #dnc2020 #democraticconvention #dncconvention,None
y’all do know that trump is gonna smoke biden in this debate right ? 😭😭😭😭😂,Against
"@USER @USER @USER as much as possible i'm gonna get off my butt everyday up through november 2, to vote early and work to engage and encourage others to do the same. 

#postcardstovoters 
#volunteering for fed &amp; local democratic candidates

#votebluetosaveamerica 
&amp; #voteouthate",Favor
"@USER your orange ""tan"" is making the gray hairs that aren't dyed blonde show up more and more on tv...you are aware of that, right? 
#biden2020
#biden2020landslide",Favor
"@USER @USER i believe it!
#maga",Against
@USER @USER we already have one!! #trump2020,Against
"many of these #blm city ares are not police able and should be patrolled by the military in tanks. 
 @USER #trump2020 #covid19 #warroompandemic #blm #backtheblue #walkaway #screenwriting @USER",Against
"lincoln | joe biden for president HTTP

let's retweet this message that america needs a real president who leads, not a reality tv president. #gojoe

#votebluetosaveamerica #biden2020 @USER @USER @USER",Favor
i will say it again no joe biden can not take a bathroom break let him piss his pants and kamala can blow him dry.,Against
"@USER @USER @USER @USER @USER 
ok...who bought you off?  do you really want to be part of a marxist led america with #joebiden ?  you are all clearly #rino s. get out of the swamp!
#demconvention
#bidenharris
#joebiden
@USER",None
"@USER #1 reason i despise him.

#ettd
#crueltyishispoint
#votebluetosaveamerica",None
"never has a nation taxed itself into prosperity, yet here we are watching the #democraticdebates watching a half dozen morons try to outdo each other on their tax and spend policies... oh wait... no one’s watching.  #maga2020 #kag2020 @USER @USER @USER",Against
@USER @USER @USER @USER actually trump paid 1 million in taxes.  he had a credit from previous year's losses that he would have otherwise received back which he used to pay - it was still his money.  you didn't read the article (probably because it didn't have big print and pictures).,None
"ny dept of health letter &amp; cuomo: ""no resident shall be denied re-admission or admission to the nh (nursing home) solely based on a confirmed or suspected diagnosis of covid-19."" #deathocrats #2020election #demexit 

HTTP",None
@USER @USER @USER trump said the right thing. fake news can spin it all they want! #factsmatter #trump2020,Against
"#maga, #qanon and white power gangs are more organized than any of you realize.

they are planning and executing a civil war, and they are winning.

$20 says they are deputized by potus by the end of next year.",None
"@USER thanks! except for cheating with #ballotharvesting(break through the cheats,tulsi!)we can win #newhampshire. 
they won't easily fall for the utter bs #biden's handlers are campaigning on through the atlantic and nyt while #joebiden naps. 
so we have a chance getting truth to #nh.",Against
"@USER @USER there is a special place in hell reserved for @USER who racistly &amp; misogynistically don't support blacks, women, &amp; especially black women!
kim klacik: the days of black voters blindly supporting democrats are coming to an end |  HTTP",Against
"@USER submit or be publicly shamed!

#trump2020 #maga
#voteredtosaveamerica
#walkaway
#americafirst",Against
"5 way presidency of warren, klobuchar, buttegieg, sanders, and biden just so they can all gang up on trump like they are on bloomberg please.  #demdebate",None
"@USER @USER racist @USER can't get over the fact that @USER will always be a better man, husband, citizens and president that @USER will ever be

#votebluetosaveamerica #trumpliesamericansdie 

HTTP",Favor
"this will be great! spread the word!
open to expand 

HTTP

#joebiden #bidenharris #biden2020 #cher #lgbtq #lgbt #vote2020 #voteproud #voteblue2020 #trending #kamalaharrisvp #ridenwithbiden #byedon #townhall #grassroots #hrc #glaad HTTP",Favor
@USER thank god we have trump. it’s obvious you don’t even write your own tweets dimentia joe. #trump2020,Against
"@USER @USER @USER
@USER @USER #americafirst #maga #kag

regular attendees at antifa/blm riots makes it an insurrectionist arsonist.
HTTP",None
#maga melania almost got away. psst there is a tunnel in the rose garden just for you girl HTTP,None
"@USER make america smart again!
#voteouthate
#voteoutthegop 
#votetrumpout 
#votebluetosaveamerica",Favor
"i'm hoping that trump brings up that hunter biden was smoking crack, getting paid by russians, and helping the chinese military at least 17 times.",Against
"this is the first week in months that i have a spark of hope in my spirit. i look forward to hearing more words of validation, encouragement, and talks of the future. truth and care is what we need. thank you. #demconvention #democraticconvention @USER @USER @USER",None
@USER agreed! i will be happy with anyone he chooses. they are all quailfied. #biden2020,Favor
"called it! my folks and i made this thing waaay ahead of time and it was worth it!

#kamalaharris
#joebiden
#vppick
#bidenharris2020 HTTP",Favor
the media won’t let biden lose the debate against trump HTTP,None
"@USER how many people died mike?  tell me how many people died. positive tests mean nothing. with a better than 99% recovery rate. your stories sound more like,  the sky is falling! the sky is falling!  cancel your worthless mandates and open ohio now.  trump 2020!",Against
"a few years ago, @USER came to speak at a luncheon in houston and i had the opportunity to meet and talk with her. fast forward to 2020 she is the dem nominee for vp and i am the dem nominee for #tx14. let's go kamala, see you on the hill. #fliptx14 #demconvention HTTP",None
@USER the peaceful antifa/blm protestors that all the liberal democrat @USER voters support responded to the @USER caravan. #maga HTTP,None
character. compassion. science. decency. all on the ballot. no rhetoric. #dnc2020 #bidenharris2020,Favor
"#klobuchar makes the point that she wins red districts 
#demdebate #nhprimary",None
"being counted in this very important election. and what could i do to help people in states that may face some voting issues?
#vote2020 #votebidenharristosaveamerica #voteblue #votebidenharris2020 #votehimout2020 #votingrights #votingrightsact",Favor
warren needs to stop raising her hand waiting for time to speak and to just go ahead and interrupt the men as they have been doing in this debate. #demdebate,None
@USER mocking @USER for oval office conduct? hey bill you have enough misconduct to worry about with your trips to #epsteinisland and affair with @USER hush up buddy and go plan your vacation to club fed with @USER. #trump2020,None
@USER @USER @USER @USER are incompetent to solve our nations problem and or just don’t give a damn about working class. no solutions or policies- deny distract deflect or  stoke division &amp; fear. #voteforbidenharris #voteoutcorruptgop #votebluetosaveamerica vote early!,Favor
"susan rice has been trotted out to mainstream media, to say the coronavirus is trumps fault.

#maga",None
"@USER if she was that popular, she would have been the presidential nominee lol #trump2020 #kamalaharrisisjustnotlikable",Against
"@USER trump and barr telling people to vote twice... really? this goes to prove what a freaking admin is running the country.  #maga mobsters are governing america
#votebluetosaveamerica #republicansagainsttrump 
HTTP",None
"@USER @USER a #proudmomofleo worst nightmare! #backtheblue by #prayforleos!💙🙏 #stopkillingleos!
#antifaterrorists
#blmterrorists
#kag2020
#maga
#trump2020
#4moreyears
#voteredtosaveamerica2020",Against
"@USER @USER @USER @USER omg.
that's definitely for iv.
@USER @USER @USER @USER @USER @USER 
#biden #joebiden",Favor
@USER you’re right!!!! trump 4 more years!! #trump2020,Against
out of 200 million people died from covid19 how many people survived? - @USER lol  #debates2020,None
@USER @USER democrats and child-porn seems to go hand in hand. #draintheswamp #rootoutpedophiles,Against
"amazing what they can do with those inflatable dolls now
#laratrump #rnc2020",None
"watch ""greg kelly reports - media never give trump credit for anything (8-10-20)"" on youtube - HTTP
#trump2020",Against
@USER go to hell @USER #trump2020 🇺🇸🇺🇸🇺🇸,Against
"#sanders gives very smart answer denying charge woman couldn't win the election and says he'll throw his whole weight behind whoever is nominee, including one of the women on stage. #demdebate",None
@USER ur choice 4 a #vp sb based on competency &amp; qualifications &amp; not based on #gender. please pick best person . if that happens 2b a #woman then so be it but can’t be only criteria . #2020election #potus,None
this is like some blooper reel from a movie about the #dnc 's worst nightmares.  #ebolacrisis #demdebate,None
trump’s next supreme court list could be really extreme..#trump..#gop  HTTP,None
@USER but why? she insulted the hell out of him! she almost derailed #biden's candidacy during the primaries with some warped illadvised statements on busing. i'd much rather tracey. #biden2020,Favor
"vote for darlene swaffar
republican candidate for us house of representatives, florida district 22.

send a pro to congress.  swaffar is pro:
- law &amp; order
- constitution
- veterans
- school choice

vote aug 18th, 2020.

#fl22 
#maga

paid for by swaffar for congress campaign. HTTP",None
"""it's a home."" trump, seriously i don't have anywhere safe to live after this. #trumpspeech #rnc2020 #bidenharris2020tosaveamerica #trumpchaos",Favor
"#people #wethepeople #wethepeoplearenotfooled &amp; are tired of #senseless policies 
#indiana #indianapolis #votersuppression #vote #voteblue2020 #voteearly #votebyoct22 
@USER @USER
 #votefordemocracy we should have a choice @USER @USER",None
@USER and there goes his chance of being president 🤣🤣 #trump2020,Against
"@USER #ccot actually, the #civilwar was partisan; not really north against the south-

it was #democrat against #republican, a battle which is still being waged today.

democrats are still trying to keep the black man on the plantation!

difference is #africanamericans are waking up!",None
"@USER @USER and biden also announced ""his plan"" -- which was exactly what trump had already done months prior!",Against
he’s already trying to delegitimize the election.  #bidenharris #debates2020 #presidentialdebate2020,None
keep talking to america @USER not to @USER #debates.,None
i love it when @USER goes full on ranting and commenting about how horrible @USER is for america. she shows more passion and care about this country in one tweet than he has shown in 4 years!!! #dumptrump #byedon,None
"instead of a #presidentialdebate 
let's just have trump and biden 
stand on a stage and 
only using one hand 
they can take turns
lifting progressively larger 
glasses of water to their lips
(wagering where allowed)",None
"biden has got big ""old man yells at cloud"" energy. #demdebate",None
"oklahoma's roll call vote (22:00) - 2020 democratic national convention
 - aug 18, 2020
HTTP

#dnc2020 #okvotes #okvotes2020 #votebiden #oklahoma",None
"""all y'all alike.""

- @USER 

#bluewave #biden",Favor
"@USER  just checking to see when those ""caravans of thugs and isis"" from the 2018 midterm elections are coming 2 destroy our country???

it was propaganda right?

so is your attacks on biden.

#fearmongering 
#trumpisnotwell  
#votebluetosaveamerica 
#bidenharris2020",Favor
"@USER @USER @USER @USER the next one will have citizens asking questions. 

if trump interrupts biden as he's answering questions from the audience he'll look even worse than he did tonight.",None
14 miles to crazy town #joebiden #demconvention HTTP,None
"l👀k at this:  stunning stat HTTP
😷🌊#fridayvibes #fridaythoughts #fridaymotivation #fridayfeeling #resistance #resisters #biden2020 #strongertogether #pride🏳️‍🌈 #follow",Favor
@USER @USER @USER @USER @USER @USER @USER miss them too! can’t wait until we have more rallies again #trump2020 ❤️🥰 HTTP,Against
"hello future ag, sally yates. 

#demconvention2020 #demconvention #democraticconvention #democraticnationalconvention",None
@USER he's going down folks #maga #trump2020landslide HTTP,Against
bunch of lies  #dnc2020,None
really excited about the start of the #democraticnationalconvention tonight! i love the idea of civic leaders from all over the u.s. to give opening address.,None
nightly sappy tears were not exactly something i expected to have for the past 3 nights watching the dnc... but i’m hella inspired and hopeful for our country (i was beginning to forget what that’s like) #dnc2020 #bidenharris2020 #votebluetosaveamerica,Favor
"@USER republicans have supported the trump admin. the trump admin withheld information that could've saved 10x1000s lives. almost 200,000 souls lost. republicans give corps billions &amp; try to shelter corps from lawsuits. republicans are not on the side of good. #voteblue",Favor
"@USER is there anything more republican than sweaty young men in tight form fitting clothes tossing around an aged leather sack, while an older white male shouts instructions and pats them on their fit bottoms when they do good.  then they shower together and engage in horse play #maga",None
biden's strategy of speaking to camera and trying to rise above it all is the right one - but he really must make it work. trump is a dangerous neo-fascist. give him four more years with the supreme court stacked with arch-conservatives and america will be unrecognisable by 2024.,Favor
"a trans woman, anarchist ran for county sheriff in the district next to mine. she actually won the primary 10:1. here is what she has to say about it. please read. 
HTTP
#jojorgensen2020 #trump2020 #votebluenomatterwho",None
decided to watch the first presidential debate &amp; oh my life.... please vote donald trump out 🤦‍♀️,Favor
"""from twitter this one is for both you, bloomberg: why are you such a little bitch."" #demdebate",None
"having a female vp is great as it will open the door for more inclusion. however, the uneducated class of the midwest and women without college degrees (who constitute a huge voting block) may not be ready for a woman vp #demdebate @USER",None
"@USER me too.  i want biden because he has the intelligence and the experience. we need someone who can start on day one fixing the mess trump has made.  all the other candidates dont have his experience, we are in a crisis right now.
#votebluetosaveamerica",Favor
@USER #thegreatawaking @USER what’s the deal with the kazarian mafia and jk’s connection along with adelson? i know you’re doing great things but what what expense? #pizzagatelsreal #wwg1wwga #trump2020 #thegreatawakening #draintheswamp,Against
"from #demdebate: ""vice president biden, infant care is more expensive than in state public college tuition in half the country.""",None
"@USER @USER are you also a victim david?  i've been in my office running my business since march 15 when i flew back from colorado  and i just came back from wilmington delaware (#joebiden) sunday. most of these ""victims"" are making more money off government checks being discouraged to work.",None
"@USER @USER lol quit projecting the democratic sounding points, wake up and think for yourself. you just stated everything the democrats are doing right now; how can you get it so wrong? wow! #trump2020",Against
@USER @USER @USER what if i told you trump is controlled by the communist league london? may 2018 to sept. 2020 trump made a lot of aggravating mistakes!!,Favor
"@USER i have no idea how he didn’t curse out trump. joe is a far stronger person than most people. honestly, that part had nothing to do with policy but showed me how biden would be as president",Favor
@USER i can’t wait to see that! #trump2020,Against
